,ID,LAND_NR,Partei_NR,Partei_ABK,Name,Titel,Vorname,Nachname,Jahrgang,Geschlecht,Kandidatur,LP,WKR_NR,BereitsMdB,MdB_2021,Einzug,Prozent,erneut,TW_acc,TW_user,TW_id,TW_verif,FB_acc,FB_user,FB_id,FB_typ,FB_verif
3935,3936,8,6,GRÜNE,"Özdemir, Cem",,Cem,Özdemir,1965,2,3,2.0,258.0,1,1,1,40,1,1,cem_oezdemir,19108766,1,1,Cem,36379612880,1,1
3937,3938,5,2,SPD,"Özdemir, Mahmut",,Mahmut,Özdemir,1987,2,3,64.0,116.0,1,1,1,"39,4",1,1,oezdemir_spd,1399764944,1,1,oezdemir.spd,189259604552544,1,1
3942,3943,2,2,SPD,"Özoğuz, Saliha Aydan",,Saliha Aydan,Özoğuz,1967,1,3,1.0,22.0,1,1,1,"38,7",1,1,oezoguz,83342791,1,1,AydanOezoguz,314261885329155,1,1
3948,3949,3,6,GRÜNE,"Pahlke, Julian Nils Christoph",,Julian Nils Christoph,Pahlke,1991,2,3,12.0,25.0,0,1,2,'null',0,1,J_Pahlke,960825326132752385,1,1,julian.pahlke.9.privat.nofollow,100006510282967,3,2
3955,3956,3,2,SPD,"Pantazis, Dr. Christos",Dr.,Christos,Pantazis,1975,2,3,26.0,50.0,0,1,1,"36,7",0,1,Dr_Pantazis,25909814,2,1,ch.pantazis,100000749779575,3,2
3963,3964,12,2,SPD,"Papendieck, Mathias",,Mathias,Papendieck,1982,2,3,5.0,63.0,0,1,1,28,0,1,M_Papendieck,1673859822,2,1,MathiasPapendieck,423387691111888,1,1
3976,3977,11,5,DIE LINKE,"Pau, Petra Angelika",,Petra Angelika,Pau,1963,1,3,1.0,85.0,1,1,2,'null',1,1,PetraPauMaHe,560467206,1,1,PetraPauMaHe,123471354915100,1,1
3983,3984,11,6,GRÜNE,"Paus, Elisabeth Maria",,Elisabeth Maria,Paus,1968,1,3,1.0,80.0,1,1,2,'null',1,1,lisapaus,569166756,1,1,lisa.paus,100057724436707,1,1
3986,3987,6,2,SPD,"Pawlik, Natalie",,Natalie,Pawlik,1992,1,3,6.0,177.0,0,1,1,"29,7",0,1,natalie_pawlik,90452001,2,1,PawlikNatalie,118018648683989,1,1
3990,3991,5,2,SPD,"Peick, Jens",,Jens,Peick,1981,2,3,57.0,142.0,0,1,1,33,0,1,JensPeick,1348612290250207234,2,1,jenspeick.spd,105997131335760,1,2
3994,3995,14,5,DIE LINKE,"Pellmann, Sören",,Sören,Pellmann,1977,2,3,2.0,153.0,1,1,1,"22,8",1,1,LINKEPELLI,74837812,1,1,MdBSoerenPellmann,186128571494326,1,1
4002,4003,3,5,DIE LINKE,"Perli, Victor Angelo",,Victor Angelo,Perli,1982,2,3,2.0,49.0,1,1,2,'null',1,1,victorperli,3350681139,1,1,perli.victor,1654288227973259,1,1
4011,4012,9,3,AfD,"Peterka, Tobias Matthias",,Tobias Matthias,Peterka,1982,2,3,10.0,237.0,1,1,2,'null',1,1,TobiasMPeterka,2496104640,2,1,TobiasPeterka,1527271330697247,1,2
4025,4026,10,2,SPD,"Petry, Christian",,Christian,Petry,1965,2,3,3.0,298.0,1,1,1,"35,1",1,1,CPetryMdB,64159881,1,1,christianpetry,664443296948057,1,1
4053,4054,3,2,SPD,"Philippi, Dr. Andreas Milan Gerhard",Dr.,Andreas Milan Gerhard,Philippi,1965,2,3,17.0,53.0,0,1,1,"32,2",0,1,PhilippiSpd,1352627969664151553,2,1,Dr.AndreasPhilippi,100014495761861,3,2
4059,4060,14,6,GRÜNE,"Piechotta, Dr. Paula Louise",Dr.,Paula Louise,Piechotta,1986,1,3,1.0,153.0,0,1,2,'null',0,1,PaulaPiechotta,52318801,1,1,Paula.Piechotta,1188002062,3,2
4073,4074,9,7,CSU,"Pilsinger, Stephan Nikolaus",,Stephan Nikolaus,Pilsinger,1987,2,3,17.0,220.0,1,1,1,27,1,1,StephPilsinger,819914159915667456,1,1,StephanNPilsinger,1299185570141113,1,1
4087,4088,9,2,SPD,"Plobner, Jan Heinz Stefan",,Jan Heinz Stefan,Plobner,1992,2,3,23.0,246.0,0,1,2,'null',0,1,JanPlobner,1027976898641633281,2,1,janplobner.spd,105197591620218,1,1
4090,4091,2,1,CDU,"Ploß, Dr. Christoph Johannes",Dr.,Christoph Johannes,Ploß,1985,2,3,1.0,21.0,1,1,2,'null',1,1,christophploss,928335737803722753,1,1,christophploss,266691460417403,1,1
4097,4098,16,3,AfD,"Pohl, Jürgen Hans",,Jürgen Hans,Pohl,1964,2,3,2.0,189.0,1,1,2,'null',1,1,Pohl_MdB,175071092,2,1,juergen.pohl.afd,255285948254612,1,2
4101,4102,3,6,GRÜNE,"Polat, Filiz",,Filiz,Polat,1978,1,3,1.0,38.0,1,1,2,'null',1,1,filizgreen,194535434,1,1,Filiz.Polat.Bundestag,167292313732467,1,1
4114,4115,5,2,SPD,"Poschmann, Sabine",,Sabine,Poschmann,1968,1,3,6.0,143.0,1,1,1,"39,1",1,1,SabinePoschmann,738636568760553472,2,1,poschmann.spd,1373896675995661,1,1
4117,4118,5,2,SPD,"Post, Achim Jürgen",,Achim Jürgen,Post,1959,2,3,13.0,134.0,1,1,1,"38,4",1,1,Achim_P,1117749912,1,1,Achim.Post,275065419228117,1,1
4145,4146,9,3,AfD,"Protschka, Stephan",,Stephan,Protschka,1977,2,3,3.0,230.0,1,1,2,'null',1,1,AfDProtschka,1412287272,1,1,Protschka.Stephan,530757183776023,1,1
4166,4167,5,1,CDU,"Rachel, Thomas Walther",,Thomas Walther,Rachel,1962,2,3,9.0,90.0,1,1,1,"36,7",1,1,_ThomasRachel,1052524172717375488,1,1,thomas.rachel.dueren,671477766298810,1,1
4173,4174,9,7,CSU,"Radwan, Alexander Gamal",,Alexander Gamal,Radwan,1964,2,2,,223.0,1,1,1,"41,3",1,1,AlexanderRadwan,2831760211,1,1,alexanderradwanmdb,740593499286362,1,1
4180,4181,9,7,CSU,"Rainer, Alois Georg Josef",,Alois Georg Josef,Rainer,1965,2,2,,231.0,1,1,1,"44,3",1,1,AloisRainer,1310491780618555396,2,1,Alois Rainer,516782058376475,1,1
4207,4208,4,4,FDP,"Redder, Dr. Volker",Dr.,Volker,Redder,1959,2,3,1.0,54.0,0,1,2,'null',0,1,docredder,65658028,2,1,docredder,1439988031,3,2
4213,4214,5,1,CDU,"Rehbaum, Henning",,Henning,Rehbaum,1973,2,2,,130.0,0,1,1,"36,3",0,1,HenningRehbaum,1338567611781623810,2,1,rehbaumhenning,702425789960118,1,1
4221,4222,15,3,AfD,"Reichardt, Martin",,Martin,Reichardt,1969,2,3,1.0,73.0,1,1,2,'null',1,1,M_Reichardt_AfD,2545743991,1,1,MartinReichardtAfD,1783417735277557,1,1
4222,4223,14,1,CDU,"Reichel, Dr. Markus",Dr.,Markus,Reichel,1968,2,3,3.0,159.0,0,1,1,"21,1",0,1,MarkusReichelDD,1354788176150278146,2,1,MarkusReichelCDU,101366211961573,1,1
4228,4229,3,5,DIE LINKE,"Reichinnek, Heidi",,Heidi,Reichinnek,1988,1,3,3.0,39.0,0,1,2,'null',0,1,HeidiReichinnek,3417281013,1,1,Heidi.DieLINKE.Nds,1461968293841176,1,1
4240,4241,8,6,GRÜNE,"Reinalter, Prof. Dr.Anja Margit",Prof. Dr.,Anja Margit,Reinalter,1970,1,3,18.0,292.0,0,1,2,'null',0,1,AnjaReinalter,1398922666069872641,2,1,anja.re.1650,100007723542201,3,2
4251,4252,13,4,FDP,"Reinhold, Hagen",,Hagen,Reinhold,1978,2,3,1.0,14.0,1,1,2,'null',1,1,reinholdmdb,925657781759332353,1,1,hagenreinholdfdp,100058180834810,1,1
4269,4270,5,3,AfD,"Renner, Martin Erwin",,Martin Erwin,Renner,1954,2,3,4.0,104.0,1,1,2,'null',1,1,Renner_AfD,2535401947,1,1,afdspitzenkandidatnrw,100007329880766,3,2
4270,4271,16,5,DIE LINKE,"Renner, Martina Erika",,Martina Erika,Renner,1967,1,3,3.0,190.0,1,1,2,'null',1,1,MartinaRenner,68920005,1,1,martinarennermdb,626402354237715,1,2
4280,4281,5,4,FDP,"Reuther, Bernd",,Bernd,Reuther,1971,2,3,13.0,113.0,1,1,2,'null',1,1,reuther_bernd,930422173478608903,1,1,Bernd.Reuther2017,140847556508677,1,1
4284,4285,5,2,SPD,"Rhie, Ye-One",,Ye-One,Rhie,1987,1,3,30.0,87.0,0,1,2,'null',0,1,YeOne_Rhie,722757627877335040,2,1,yeone.rhie,107110814858285,1,1
4324,4325,8,5,DIE LINKE,"Riexinger, Bernd Karl",,Bernd Karl,Riexinger,1955,2,3,1.0,258.0,1,1,2,'null',1,1,b_riexinger,849012308,1,1,riexinger.bernd,151260125059312,1,1
4327,4328,5,2,SPD,"Rimkus, Andreas",,Andreas,Rimkus,1962,2,3,19.0,107.0,1,1,1,"29,2",1,1,Andreas_Rimkus,30838821,1,1,andreasrimkusmdb,103859252984490,1,1
4342,4343,1,2,SPD,"Rix, Sönke",,Sönke,Rix,1975,2,3,1.0,4.0,1,1,1,"30,8",1,1,SoenkeRix,36327895,1,1,soenkerixmdb,267414470380110,1,1
4356,4357,3,2,SPD,"Rohde, Dennis",,Dennis,Rohde,1986,2,3,7.0,27.0,1,1,1,"38,2",1,1,DennisRohde,18160122,1,1,dennis.rohde,435851583129781,1,1
4377,4378,9,2,SPD,"Roloff, Sebastian Jörg",,Sebastian Jörg,Roloff,1983,2,3,5.0,219.0,0,1,2,'null',0,1,SebRoloff,482763399,2,1,Seb.Roloff,1130431107039858,1,1
4396,4397,8,2,SPD,"Rosemann, Dr. Martin",Dr.,Martin,Rosemann,1976,2,3,4.0,290.0,1,1,2,'null',1,1,MartinRosemann,28784085,1,1,martin.rosemann.5,419654778154419,1,1
4407,4408,5,2,SPD,"Rosenthal, Jessica",,Jessica,Rosenthal,1992,1,3,20.0,96.0,0,1,2,'null',0,1,jessi_rosenthal,1250663306286817282,1,1,jessicarosenthal.bonn,109006391253440,1,1
4418,4419,7,6,GRÜNE,"Rößner, Tabea",,Tabea,Rößner,1966,1,3,1.0,205.0,1,1,2,'null',1,1,TabeaRoessner,53351462,1,1,tabearoessne,100692671696057,1,1
4426,4427,6,2,SPD,"Roth, Michael",,Michael,Roth,1970,2,3,1.0,169.0,1,1,1,"43,7",1,1,MiRo_SPD,1114675538,1,1,michael.rothmdb,1425725414386857,1,1
4437,4438,5,1,CDU,"Röttgen, Dr. Norbert Alois",Dr.,Norbert Alois,Röttgen,1965,2,2,,98.0,1,1,1,40,1,1,n_roettgen,1040160799208161280,1,1,NorbertRoettgen,358818263101,1,1
4438,4439,9,6,GRÜNE,"Rottmann, Dr. Manuela",Dr.,Manuela,Rottmann,1972,1,3,5.0,248.0,1,1,2,'null',1,1,ManuelaRottman,984735466783232000,2,1,ManuelaRottmannGruene,121885904922962,1,1
4441,4442,5,1,CDU,"Rouenhoff, Stefan",,Stefan,Rouenhoff,1978,2,3,36.0,112.0,1,1,1,"37,6",1,1,StefanRouenhoff,963904327,1,1,stefanrouenhoff,272413923137815,1,1
4442,4443,4,1,CDU,"Röwekamp, Thomas",,Thomas,Röwekamp,1966,2,3,1.0,54.0,0,1,2,'null',0,1,TR_Bremen,1108680958100848640,2,1,thomas.roewekamp,1539434080,3,2
4456,4457,7,1,CDU,"Rüddel, Erwin Josef",,Erwin Josef,Rüddel,1955,2,3,7.0,197.0,1,1,1,"31,9",1,1,Erwin_Rueddel,33071479,1,1,rueddel,120767057956472,1,1
4460,4461,7,2,SPD,"Rudolph, Dr. Thorsten",Dr.,Thorsten,Rudolph,1974,2,3,3.0,199.0,0,1,2,'null',0,1,jethoru,540276932,1,1,thrstnrdlph,105317931705149,1,1
4467,4468,7,6,GRÜNE,"Rüffer, Corinna Martina",,Corinna Martina,Rüffer,1975,1,3,3.0,203.0,1,1,2,'null',1,1,crueffer,1524735194,1,1,crueffermdb,100200038673099,1,1
4495,4496,9,2,SPD,"Rützel, Bernd Ferdinand",,Bernd Ferdinand,Rützel,1968,2,3,7.0,249.0,1,1,2,'null',1,1,ruetzelbernd,1113004743733993472,2,1,BerndRuetzelMdB,701570419910290,1,1
4496,4497,4,2,SPD,"Ryglewski, Sarah Janina",,Sarah Janina,Ryglewski,1983,1,3,1.0,54.0,1,1,1,"30,2",1,1,RyglewskiS,4858227178,1,1,sarah.ryglewski,199066060136423,1,1
4499,4500,3,2,SPD,"Saathoff, Johann",,Johann,Saathoff,1967,2,3,11.0,24.0,1,1,1,"52,8",1,1,Johann_Saathoff,159217491,1,1,johann.saathoff.52,100000048766655,3,2
4510,4511,14,6,GRÜNE,"Saleh, Kassem Taher",,Kassem Taher,Saleh,1993,2,3,4.0,159.0,0,1,2,'null',0,1,kassem_ts,1162268562481750022,1,1,Kassem7Taher.Saleh,107969381083059,1,1
4538,4539,9,4,FDP,"Sattelberger, Thomas Michael",,Thomas Michael,Sattelberger,1949,2,3,5.0,219.0,1,1,2,'null',1,1,th_sattelberger,1296544153,1,1,thsattelberger,100058252740104,1,1
4548,4549,5,4,FDP,"Sauter, Christian",,Christian,Sauter,1980,2,3,16.0,135.0,1,1,2,'null',1,1,Chr_Sauter,997033716324093952,1,1,christianBT1721,259956694101149,1,2
4564,4565,8,6,GRÜNE,"Schäfer, Dr. Sebastian",Dr.,Sebastian,Schäfer,1979,2,3,17.0,261.0,0,1,2,'null',0,1,sebastian_es_,3367452609,1,1,sebastian.schafer.3152,100061650105671,3,2
4565,4566,5,2,SPD,"Schäfer, Ingo",,Ingo,Schäfer,1965,2,3,43.0,103.0,0,1,1,"32,6",0,1,ingoschaeferspd,1380107899092017159,2,1,SPDBundestagskandidat,107404501444359,1,1
4566,4567,9,6,GRÜNE,"Schäfer, Jamila Anna",,Jamila Anna,Schäfer,1993,1,3,7.0,219.0,0,1,1,"27,5",0,1,jamila_anna,859883348,1,1,jamila.schafer,100000437236176,2,1
4574,4575,5,4,FDP,"Schäffler, Frank Uwe",,Frank Uwe,Schäffler,1968,2,3,9.0,134.0,1,1,2,'null',1,1,f_schaeffler,18189342,1,1,frank.schaeffler,284882801581896,1,1
4590,4591,7,3,AfD,"Schattner, Bernd Hans",,Bernd Hans,Schattner,1968,2,3,4.0,211.0,0,1,2,'null',0,1,Herbstbernd27,868931638486609922,2,1,bernd.schattner.AfD,108556880612537,1,2
4597,4598,5,6,GRÜNE,"Schauws, Ursula",,Ursula,Schauws,1966,1,3,9.0,114.0,1,1,2,'null',1,1,ulle_schauws,17363943,1,1,ulleschauwsmdb,386377278159647,1,1
4599,4600,1,2,SPD,"Scheer, Dr. Nina",Dr.,Nina,Scheer,1971,1,3,2.0,10.0,1,1,1,31,1,1,NinaScheer_SPD,845213960060243968,1,1,ninascheer.spd,335584086555989,1,1
4631,4632,9,7,CSU,"Scheuer, Andreas Franz",,Andreas Franz,Scheuer,1974,2,3,3.0,229.0,1,1,1,"30,7",1,1,andreasscheuer,50315139,1,1,Andreas.Scheuer,127608807419079,1,1
4638,4639,9,2,SPD,"Schieder, Marianne",,Marianne,Schieder,1962,1,3,12.0,234.0,1,1,2,'null',1,1,m_schieder,1306503986791448576,1,1,MarianneSchieder,728011090672695,1,1
4639,4640,5,2,SPD,"Schiefner, Udo",,Udo,Schiefner,1959,2,3,7.0,111.0,1,1,2,'null',1,1,UdoSchiefner,3823042877,2,1,USchiefner,321220311306238,1,1
4642,4643,13,3,AfD,"Schielke-Ziesing, Ulrike",,Ulrike,Schielke-Ziesing,1969,1,3,3.0,17.0,1,1,2,'null',1,1,ulschzi,866924100,1,1,UlrikeSchielkeZiesingAfD,1618008748513984,1,1
4664,4665,12,1,CDU,"Schimke, Jana",,Jana,Schimke,1979,1,3,3.0,62.0,1,1,2,'null',1,1,JanaSchimke,728990858,1,1,janaschimke.Bundestagsabgeordnete,309880835800076,1,1
4718,4719,9,2,SPD,"Schmid, Christoph Florian",,Christoph Florian,Schmid,1976,2,3,9.0,254.0,0,1,2,'null',0,1,kratermensch,2615401245,2,1,christophalerheim,1397239237183942,1,1
4719,4720,8,2,SPD,"Schmid, Dr. Nils Hermann",Dr.,Nils Hermann,Schmid,1973,2,3,2.0,262.0,1,1,2,'null',1,1,NilsSchmid,83795057,1,1,Nils.Schmid.SPD,170951649104,1,1
4735,4736,6,2,SPD,"Schmidt, Dagmar",,Dagmar,Schmidt,1973,1,3,2.0,172.0,1,1,1,"33,1",1,1,dieschmidt,95905207,1,1,dagmar.schmidt.356,108131116181,1,1
4751,4752,15,3,AfD,"Schmidt, Jan Wenzel",,Jan Wenzel,Schmidt,1991,2,3,2.0,67.0,0,1,2,'null',0,1,jws_afd,3321753670,1,1,jan.schmidt.afd,922499797823855,1,2
4769,4770,9,6,GRÜNE,"Schmidt, Stefan",,Stefan,Schmidt,1981,2,3,10.0,233.0,1,1,2,'null',1,1,Schmidt_MdB,930725836482928640,1,1,schmidt.regensburg,100004213020092,3,2
4801,4802,16,2,SPD,"Schneider, Carsten",,Carsten,Schneider,1976,2,3,1.0,193.0,1,1,1,"24,4",1,1,schneidercar,96783215,1,1,schneidercar,107591306090255,1,1
4810,4811,5,3,AfD,"Schneider, Jörg",,Jörg,Schneider,1964,2,3,5.0,123.0,1,1,2,'null',1,1,Schneider_AfD,719975730784956416,2,1,JoergSchneiderMdB,1554948097909429,1,1
4827,4828,7,1,CDU,"Schnieder, Patrick",,Patrick,Schnieder,1968,2,3,2.0,202.0,1,1,1,"37,7",1,1,PSchnieder,368334555,1,1,PatrickSchniederMdB,511399752215114,1,1
4845,4846,12,2,SPD,"Scholz, Olaf",,Olaf,Scholz,1958,2,3,1.0,61.0,0,1,1,34,0,1,OlafScholz,38150247,1,1,olafscholz,104145414310,1,1
4848,4849,10,1,CDU,"Schön, Nadine",,Nadine,Schön,1983,1,3,3.0,298.0,1,1,2,'null',1,1,NadineSchoen,41840905,1,1,schoen.nadine,515908098472177,1,1
4850,4851,9,6,GRÜNE,"Schönberger, Marlene Edeltraud",,Marlene Edeltraud,Schönberger,1990,1,3,15.0,230.0,0,1,2,'null',0,1,lime_green_leni,314230960,2,1,SchoenbergerMarlene,564894743865676,1,2
4866,4867,3,2,SPD,"Schraps, Johannes",,Johannes,Schraps,1983,2,3,9.0,46.0,1,1,1,"43,2",1,1,jschraps,1356753444,1,1,johannes.schraps.spd,1176771325755239,1,1
4872,4873,8,1,CDU,"Schreiner, Felix",,Felix,Schreiner,1986,2,2,,288.0,1,1,1,"33,6",1,1,felixschreiner,162398888,1,1,schreiner.felix,137019056359309,1,1
4876,4877,3,6,GRÜNE,"Schröder, Christina-Johanne",,Christina-Johanne,Schröder,1983,1,3,3.0,28.0,0,1,2,'null',0,1,cj_schroeder,724395216,1,1,cjschroeder83,100000681589427,3,2
4882,4883,2,4,FDP,"Schröder, Ria Irmtraut Claudia",,Ria Irmtraut Claudia,Schröder,1992,1,1,2.0,,0,1,2,'null',0,1,ria_schroeder,3064795323,1,1,ria.schroeder.hh,577202219125903,1,1
4885,4886,9,2,SPD,"Schrodi, Michael Georg",,Michael Georg,Schrodi,1977,2,3,13.0,215.0,1,1,2,'null',1,1,mischrodi,806975237766135813,1,1,m.schrodi,373266896075258,1,1
4922,4923,3,4,FDP,"Schulz, Anja",,Anja,Schulz,1985,1,3,3.0,44.0,0,1,2,'null',0,1,_anja_schulz,825776827352367104,1,1,AnjaSchulzFDP,330621880671483,1,1
4931,4932,6,3,AfD,"Schulz, Uwe",,Uwe,Schulz,1961,2,3,3.0,173.0,1,1,2,'null',1,1,Uwe_Schulz_AfD,19177808,2,1,uweschulzafd,1167700783325442,1,1
4932,4933,6,6,GRÜNE,"Schulz-Asche, Kordula Anna Paula",,Kordula Anna Paula,Schulz-Asche,1956,1,3,3.0,181.0,1,1,2,'null',1,1,K_SA,17870195,1,1,SchulzAsche,140216212665755,1,1
4937,4938,5,2,SPD,"Schulze, Svenja",,Svenja,Schulze,1968,1,3,2.0,129.0,0,1,2,'null',0,1,SvenjaSchulze68,757979230244368385,1,1,svenja.schulze,49017107028,1,1
4974,4975,5,2,SPD,"Schwabe, Frank",,Frank,Schwabe,1970,2,3,25.0,121.0,1,1,1,41,1,1,FrankSchwabe,30050484,1,1,frankschwabe.spd,132854030244592,1,1
4983,4984,5,2,SPD,"Schwartze, Stefan",,Stefan,Schwartze,1974,2,3,11.0,133.0,1,1,1,"36,5",1,1,s_schwartze,1117526742,1,1,stefan.schwartze,444872249052425,1,1
4984,4985,9,2,SPD,"Schwarz, Andreas",,Andreas,Schwarz,1965,2,3,11.0,236.0,1,1,2,'null',1,1,Schwarz_MdB,2226815116,1,1,andreas.schwarz.spd,729931240351201,1,1
4986,4987,6,1,CDU,"Schwarz, Armin",,Armin,Schwarz,1968,2,3,6.0,167.0,0,1,2,'null',0,1,ArminSchwarz,1204127231796285441,2,1,schwarz.armin,503396569702880,1,1
4995,4996,8,2,SPD,"Schwarzelühr-Sutter, Rita Berta",,Rita Berta,Schwarzelühr-Sutter,1962,1,3,3.0,288.0,1,1,2,'null',1,1,rischwasu,50932086,1,1,schwarzeluehrsutter,356722457844832,1,1
5027,5028,3,4,FDP,"Seestern-Pauly, Matthias",,Matthias,Seestern-Pauly,1984,2,3,7.0,38.0,1,1,2,'null',1,1,mseesternpauly,1006099793888841729,2,1,seestern.pauly,302705179873307,1,1
5041,5042,1,37,SSW,"Seidler, Stefan",,Stefan,Seidler,1979,2,3,1.0,1.0,0,1,2,'null',0,1,stefan_seidler,1309754734040035330,2,1,stefan.seidler1,706096466,3,2
5049,5050,8,4,FDP,"Seiter, Prof. Dr.Stephan",Prof. Dr.,Stephan,Seiter,1963,2,3,11.0,264.0,0,1,2,'null',0,1,StSeiter,743355360367370240,1,1,seiterfdpremsmurr,770993489926064,1,1
5052,5053,8,3,AfD,"Seitz, Thomas Michael Konrad",,Thomas Michael Konrad,Seitz,1967,2,3,9.0,283.0,1,1,2,'null',1,1,Th_Seitz_AfD,913358838736310272,2,1,Thomas.Seitz.AfD,1060248910727859,1,2
5053,5054,8,2,SPD,"Seitzl, Dr. Lina",Dr.,Lina,Seitzl,1989,1,3,15.0,287.0,0,1,2,'null',0,1,Lina_Seitzl,2474314748,1,1,linaseitzl21,102160768427515,1,1
5054,5055,8,6,GRÜNE,"Sekmen, Melis",,Melis,Sekmen,1993,1,3,16.0,275.0,0,1,2,'null',0,1,Melis_S,289583425,2,1,melisfuermannheim,324033755704681,1,1
5059,5060,8,4,FDP,"Semet, Rainer",,Rainer,Semet,1957,2,3,15.0,279.0,0,1,2,'null',0,1,RainerSemet,1263786763371380737,2,1,1609126067,1609126067,3,2
